path,category,reason,loc,math_hits,definitions,imports,sha256
sympy_pc_eml_v1_5_validation.py,direct,equation-bearing symbolic/numeric research implementation,499,32,residual_str;run_symbolic_check;numeric_check;write_csv;One;Var;EMLNode;PCOne;PCVar;PCExp;PCLog;PCSub;translate;eval_eml;eval_pc,__future__;csv;json;math;dataclasses;pathlib;matplotlib;matplotlib;mpmath;sympy,f11f2bca6ea851bc274021cfbee890b103587f9ed05ff3e13caee45325499a45
sympy_phase_identities.py,direct,equation-bearing symbolic/numeric research implementation,41,1,main,__future__;sympy,cd8b9244e144e56021e85c7e504299dada80e4cf9448775b87d4b5e131c31934
sympy_phase_native_streaming_spigot_direct_v5.py,direct,equation-bearing symbolic/numeric research implementation,41,4,main,__future__;json;pathlib;sympy,153380ba08e284d34e2e82a04d7710511f5165aa360b5686256464412c15413f
sympy_phase_native_streaming_spigot_direct_v6.py,direct,equation-bearing symbolic/numeric research implementation,49,6,,__future__;json;pathlib;sympy,1b56d0a919cb9449c9560ae81559f8185d00cbae02f980965a4b1eeabf2f49e2
sympy_phase_native_streaming_spigot_direct_v7.py,direct,equation-bearing symbolic/numeric research implementation,42,4,,__future__;json;pathlib;sympy,552454f7e672693389018db2a135975fe83ddec31fbfe35dc39a12837d25c11f
sympy_phase_native_streaming_spigot_direct_v8.py,direct,equation-bearing symbolic/numeric research implementation,49,6,,__future__;json;math;pathlib;mpmath;sympy,40e7c404abdd2ff19831f00df0b08a5017246021e1db945df068ceae153a34f7
sympy_phase_radix.py,direct,equation-bearing symbolic/numeric research implementation,39,2,main,__future__;sympy,9c89488f6bcef3945f03341fc08f625180e67dedda03b62f69f693e8d0477af7
sympy_phase_structural_closure_v11.py,direct,equation-bearing symbolic/numeric research implementation,36,3,,__future__;sympy,270483160138cb0bcafc8c720264c5ba820f33fa2fa7c6ca53d79219e7638ca1
sympy_projection_loss_validation.py,direct,equation-bearing symbolic/numeric research implementation,94,6,pendulum_symbolic_checks;nbody_symbolic_checks;build_certificate;main,__future__;argparse;json;pathlib;sympy,2a1f2325811e27f78f552f7233dcb6aad87915a87a60cf666374dd469dc66d68
sympy_trace_attack.py,direct,equation-bearing symbolic/numeric research implementation,26,4,,__future__;csv;pathlib;sympy,e7cec0a10c29a8bbb538880cc206eeabbf40b4a31ea7b0d096da097e0d0fde7b
tdahe_phase_calculus_sympy_checks.py,direct,equation-bearing symbolic/numeric research implementation,76,20,,__future__;json;pathlib;sympy,624d2555277218b35df0ea3551939848d9c21566083962cd547c1c2cd47c005b
tdahe_projection_loss_sympy_attack_v46.py,direct,equation-bearing symbolic/numeric research implementation,36,11,,sympy,7605817905f518539e6c875f22e8d80eb90eda8af4bca443bdbd73aade4a4f35
termination.py,direct,reusable mathematical/dynamical algorithm or solver component,50,13,TerminationConfig;TerminationReport;evaluate_termination,__future__;dataclasses;numpy;pc_vdm_lifted_descent_solver,6df1420a2e3c7a95312ad2590b3408bdfa4a3f8cd4a84c827eaa6acc5ddf8d88
territory.py,direct,reusable mathematical/dynamical algorithm or solver component,184,7,TerritoryUF;__init__;_find;_ensure;_merge_heads;_add_member;union;mark_dirty;fold;components_count;sample_indices;sample_any,__future__;typing,ef7f3bd4427efe1ef289399b3df258960dd8abbb9dc77a631a0fb2b0a59740ef
two_filter_covariance.py,direct,manually confirmed mathematical mining target,531,21,State;next_host;op_Q;op_B;op_L;green_pair;green_filter;s3_point;stereographic_factor;recover_theta_from_green;green_recovery;green_action_Q;green_action_B;green_action_L;classical_f;unary_shadow;red_eval;red_filter;red_recovery;red_action_Q;red_action_B;red_action_L;apply_word_state;apply_word_green;apply_word_red;angular_difference;green_diff;red_diff;generate_words;write_csv;run_analysis;main;kappa;delta;tau;q;germ,__future__;argparse;csv;json;math;dataclasses;functools;pathlib;typing;matplotlib;mpmath;numpy,45c5627a5e6b53f3e69e1ed89b671763e20e8f36d8da8f2bfe5f8454af5a651d
two_filter_covariance_sympy.py,direct,manually confirmed mathematical mining target,63,4,,__future__;json;pathlib;sympy,be0a1453e19fe9ea88df2c2a189e196e509d73abd07d5694818024583d644124
unified_quintic_v1_4_validation.py,direct,equation-bearing symbolic/numeric research implementation,566,55,compose;inv;parity;commutator;closure;derived_subgroup;derived_series_sizes;cyclic_group;symmetric_group;XiHat;PiVal;PiRed;RedChannels;GRedPair;rho_scalar;Q;Q4;B_pair;B_lift;fibs;farey_symbolic_checks;eta_edge_residual;plot_derived_series;plot_q4_memory;plot_balanced_decay;plot_projection_commutes;plot_all_roots;root_key;finite_commutation_audit;plot_hierarchical_descent;write_coverage_csv;main;half_width,__future__;csv;itertools;json;math;sys;dataclasses;pathlib;typing;cmath;mpmath;matplotlib;sympy;lifted_quintic_certifier,95467ee325d945805e40220382117fa1606c3f7e883d50461beda547c078aea8
vdm_dynamics.py,direct,reusable mathematical/dynamical algorithm or solver component,93,42,TelegraphConfig;ring_laplacian;residual;energy;gradient;telegraph_step,__future__;dataclasses;numpy;pc_vdm_lifted_descent_solver,a33fe7800d44f58ae9baec6873e771f0bd0553a29686a1c82c7cbbea98014d82
vdm_dynamics_regressor.py,direct,reusable mathematical/dynamical algorithm or solver component,292,175,Macro;BalancedPair;CompletionGerm;PhaseCoordinates;Q;B;L;R;S;T;selector;apply_macro_phase;ExtendedLiftedState;TelegraphConfig;TerminationConfig;RegressorConfig;TimeSeriesDataset;load_time_series;normalize_columns;RetainedDesignFrame;ring_laplacian;residual;gradient;energy;telegraph_step;TerminationReport;SolveResult;ProjectionGate;InternalMetriplecticRuntime;_rle;_termination;_condensed_bonds;VDMFullDynamicsRegressor;fit_csv;main;__post_init__;product;refine;left_pi_units;right_pi_units;half_width;initial;recomputed;with_values;zero;copy_with;from_array;from_dataset;raw_coefficients;expression;terminated;to_jsonable;__init__;open;__init__;stimulate;step;__init__;fit,__future__;argparse;csv;json;math;dataclasses;enum;pathlib;typing;numpy,b69a13c375ee6edd2c2e2e2c74833b19cb25603d0711d4260726e020835041d3
void_dynamics_adapter.py,support,local dependency required by retained target sparse_connectome.py,82,24,universal_void_dynamics;get_domain_modulation;get_universal_constants;delta_re_vgsp;delta_gdsp,numpy;Void_Equations;Void_Debt_Modulation;vdm_rt;vdm_rt,b327187d346088a7e0f74db7823503de0c6c772763bbfa8ed3024dd026d11b6b
void_equations.py,direct,reusable mathematical/dynamical algorithm or solver component,412,43,LatticeEdge;LatticeDefinition;_canonical_stencil;_stencil_offsets;_neighbor_class;_offset_distance_sq;_geometry_weight;_axis_second_moment;_transport_renormalization;build_ring_lattice_spec;build_ring_lattice;build_grid_lattice_spec;build_grid_lattice;bond_decoherence_floor;bond_weighted_laplacian;node_potential_derivative;node_potential;bond_potential_derivative;bond_gradient_source;get_constants;edge_pairs;idx;project,__future__;dataclasses;typing;numpy,2fc93d880b0577169c2a9eefbdd5148039f94775056f98f1b02a4d9309d99dd5
xigraph_sympy_audit.py,direct,equation-bearing symbolic/numeric research implementation,84,6,lowbit;xi_word_step;audit_bit_carry;audit_balanced_corridor;audit_resolution_order;main,__future__;json;pathlib;sympy,301addd716d1604ffdcf9700a0bd0ed382f9e25e6b1ed0c983b70766bdd05c8c
yinyang_transform.py,direct,equation-bearing symbolic/numeric research implementation,64,32,create_component_grid;transform_yin_to_yang;transform_yang_to_yin,numpy,a7bb89d6710f055dbc8ed01100804e585da71796f4220da2df5c7f5035ddc801
